wave	rownum	serial	area	mp1a	imp1b	imp1c	imp1d	imp1e	imp2a	imp2b	imp2c	imp2d	imp2e	imp3a	imp3b	imp3c	imp3d	imp3e	imp4a	imp4b	imp4c	imp4d	imp4e	imp5a	imp5b	imp5c	imp5d	imp5e	imp6a	imp6b	imp6c	imp6d	imp6e	imp7a	imp7b	imp7c	imp7d	imp7e	impma	impmb	impmc	impmd	impme	impsa	impsb	impsc	impsd	impse	impea	impeb	eat1	eat2	eat3	fd1	fd2	fd3	fd4	fd5	fd6	fd7	fd8	fd9	fd10	fd11	fd12	fd13	fd14	fd15	fd16	eatsum	eatsoft
1	4	51178D	65	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	3	 	1	2	 	 	 	 	2	 	 	 	 	1	1	5	 	3	2	 	 	 	 	2	 	 	 	 	2	 	9	9	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51179E	72	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51181G	72	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51182H	72	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51183J	72	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51184K	72	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51185L	72	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	 
1	4	51186M	72	1	1	5	 	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51187N	72	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51188P	72	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	 
1	4	51189Q	72	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 
1	4	51192T	73	2	 	 	 	 	2	 	 	 	 	1	1	5	 	9	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	3	1	1	3	1	1	1	3	1	1	1	1	3	3	1	3	1	1	2	2
1	4	51193V	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51194W	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51195X	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51196Y	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	 
1	4	51197Z	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	 
1	4	51198A	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51199B	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	3	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2
1	4	51200C	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51201D	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51202E	73	2	 	 	 	 	1	2	 	3	9	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51204G	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	 
1	4	51205H	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51206J	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	2	1	1	1	1	1	3	1	1	1	3	3	3	1	1	1	1	2	2
1	4	51207K	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51208L	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51209M	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	 
1	4	51210N	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 
1	4	51211P	80	1	1	3	 	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	 
1	4	51212Q	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	 
1	4	51213R	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	 
1	4	51214S	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	5	 	4	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	3	2	1	2	2	1	1	2	2	3	3	3	3	3	2	2	2
1	4	51215T	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51216V	80	1	1	5	 	3	1	2	 	5	3	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	5	 	4	1	2	 	5	3	1	1	3	 	3	1	2	3	3	1	1	2	1	1	1	3	2	1	1	1	3	3	1	3	1	1	2	2
1	4	52217H	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	2	1	0	1	1	1	0	1	1	1	1	2	0	1	1	1	1	2	 
1	4	52218J	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	0	1	1	2	 
1	4	52219K	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52220L	8	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	0	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52221M	8	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52222N	8	1	2	 	5	0	2	 	 	 	 	1	2	 	4	0	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	3	1	2	2	1	2	2	1	1	2	1	2	2	1	2	1	2	2	 
1	4	52223P	8	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52224Q	8	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52225R	9	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	 	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52226S	9	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	 
1	4	52227T	17	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	2	1	1	3	2	1	2	1	1	1	1	3	3	1	2	2
1	4	52228V	17	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52230X	24	2	 	 	 	 	1	2	4	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 	 
1	4	52231Y	24	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	2	 	1	2	2	 	 	 	 	2	 	1	1	2	1	2	1	1	1	2	1	1	1	2	2	2	2	2	1	1	2	 
1	4	52232Z	32	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	 
1	4	52233A	32	1	1	2	 	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	2	2	1	1	2	1	1	2	1	3	2	1	2	1	1	2	2
1	4	52234B	32	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52236D	32	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52237E	33	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	3	2	1	2	3	1	1	1	3	2	1	3	1	1	3	3	3	1	1	2	2
1	4	52238F	33	1	1	5	 	0	2	 	 	 	 	2	 	 	 	 	1	1	5	 	4	1	1	5	 	4	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	3	2	2	1	1	1	1	1	3	1	1	3	1	3	3	1	2	1	1	2	2
1	4	52239G	40	1	2	 	5	0	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	 
1	4	52241J	40	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52242K	48	1	2	 	1	1	1	1	5	 	3	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	5	 	3	1	1	5	 	3	2	 	 	 	 	2	 	 	 	 	1	2	1	3	2	1	2	2	1	3	2	1	1	1	1	2	1	1	3	1	1	2	2
1	4	52243L	48	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	1	 	4	1	3	1	1	1	1	3	3	3	1	3	1	1	1	1	3	3	1	3	2	1	2	2
1	4	52244M	64	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	 
1	4	52245N	65	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	0	0	0	1	3	2	1	1	1	1	1	1	1	3	3	2	3	1	1	2	2
1	4	52246P	72	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	5	 	3	1	1	5	 	3	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52247Q	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	3	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1
1	4	52248R	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	 
1	4	52249S	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	 
1	4	52250T	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	2	1	1	1	1	1	3	1	1	1	1	1	3	2	8	1	1	2	2
1	4	52251V	80	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	52253X	25	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	2	1	3	1	1	1	3	1	1	1	1	3	2	1	3	1	1	2	2
1	4	52254Y	73	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2
1	4	51071M	32	1	2	 	5	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	 
1	4	51072N	32	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	 
1	4	51073P	32	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	 
1	4	51074Q	32	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	 
1	4	51075R	32	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51077T	32	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51078V	32	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 
1	4	51079W	32	1	1	1	 	0	1	1	5	 	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51080X	32	1	2	 	5	1	1	2	 	5	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	2	2	1	1	2	1	1	2	2	2	2	1	2	2	1	2	 
1	4	51081Y	33	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51082Z	33	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2
1	4	51083A	33	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 
1	4	51084B	33	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51087E	33	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51088F	33	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51089G	33	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1	2	2
1	4	51090H	33	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51091J	33	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	2	 	2	0	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51092K	33	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	2	2
1	4	51049N	17	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51050P	17	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	 
1	4	51051Q	24	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	8	1	1	2	 
1	4	51052R	24	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51053S	24	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	 
