wave	rownum	serial	area	mp1a	imp1b	imp1c	imp1d	imp1e	imp2a	imp2b	imp2c	imp2d	imp2e	imp3a	imp3b	imp3c	imp3d	imp3e	imp4a	imp4b	imp4c	imp4d	imp4e	imp5a	imp5b	imp5c	imp5d	imp5e	imp6a	imp6b	imp6c	imp6d	imp6e	imp7a	imp7b	imp7c	imp7d	imp7e	impma	impmb	impmc	impmd	impme	impsa	impsb	impsc	impsd	impse	impea	impeb	eat1	eat2	eat3	fd1	fd2	fd3	fd4	fd5	fd6	fd7	fd8	fd9	fd10	fd11	fd12	fd13	fd14	fd15	fd16	eatsum	eatsoft
1	4	51054T	24	2	 	 	 	 	1	2	 	5	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	2	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	2	 
1	4	51055V	24	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	3	1	3	1	1	2	2
1	4	51056W	24	2	 	 	 	 	1	2	 	1	0	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	 
1	4	51057X	24	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	2	 	5	0	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51058Y	25	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51059Z	25	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51060A	25	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 
1	4	51061B	25	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	 
1	4	51062C	25	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	 
1	4	51064E	25	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	3	1	1	2	2
1	4	51065F	25	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51066G	25	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	2	 	 	1	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51067H	25	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51068J	25	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51070L	32	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51026N	9	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	 
1	4	51027P	9	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	 
1	4	51028Q	9	1	1	5	 	3	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	2	 	2	2	2	 	 	 	 	2	 	3	4	1	1	2	2	1	1	2	1	1	2	2	2	2	1	2	2	1	2	 
1	4	51029R	16	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51030S	16	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	 
1	4	51031T	16	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51034X	16	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51036Z	16	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	2	1	1	2	2	1	1	1	1	2	2	1	2	1	1	2	 
1	4	51037A	16	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51038B	16	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 
1	4	51039C	16	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51040D	17	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51041E	17	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	 
1	4	51042F	17	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51043G	17	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	0	 	 	 	 	0	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	3	1	1	1	1	1	2	1	1	1	1	2	2	2	2	8	1	1	2	 
1	4	51044H	17	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51046K	17	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	 
1	4	51047L	17	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	2	 	1	1	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51001L	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	 
1	4	51002M	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51003N	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 
1	4	51005Q	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	 
1	4	51006R	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51007S	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51008T	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	 
1	4	51009V	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	3	3	1	2	2
1	4	51013Z	8	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	3	3	2	1	2	1	1	1	3	1	1	1	1	2	2	1	2	1	1	2	2
1	4	51014A	8	2	 	 	 	 	2	 	 	 	 	1	2	 	4	0	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51015B	8	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	 
1	4	51016C	8	1	2	 	1	0	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	3	1	2	1	2	2	1	1	2	1	1	3	1	1	2	3	3	3	1	1	1
1	4	51017D	8	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51018E	8	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	 
1	4	51020G	9	1	1	4	 	0	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	1	1	1	1	3	1	1	1	1	1	2	1	2	1	1	2	2
1	4	51021H	9	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	 
1	4	51023K	9	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	 
1	4	51024L	9	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	2
1	4	51025M	9	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	5	 	0	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61001F	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61002G	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61003H	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61005K	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61006L	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	 
2	4	61007M	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61008N	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61009P	2	1	1	5	 	3	1	2	 	5	0	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	5	 	4	1	1	5	 	4	1	1	5	 	4	2	 	 	 	 	2	 	3	3	3	2	3	2	2	3	3	2	2	2	2	3	3	2	3	3	3	1	1
2	4	61010Q	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61012S	2	1	1	4	 	0	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	1	1	1	2	2	1	1	2	1	3	2	1	3	1	1	1	2
2	4	61013T	7	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61014V	7	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	 
2	4	61015W	7	1	1	5	 	4	1	1	5	 	4	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	2	4	4	2	1	2	2	1	2	3	2	1	2	2	2	3	2	3	1	1	1	2
2	4	61018Z	7	1	1	3	 	1	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	 
2	4	61019A	7	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61020B	7	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61021C	7	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61022D	10	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61023E	10	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61025G	10	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	 
2	4	61026H	10	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	4	1	2	1	1	2	2	2	1	1	1	2	1	1	3	2	1	1	1
2	4	61027J	10	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	2	1	1	2	2	1	2	3	1	1	2	1	2	2	1	3	2	1	1	2
2	4	61028K	10	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61029L	10	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61030M	10	2	 	 	 	 	2	 	 	 	 	1	2	 	9	0	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61031N	15	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61032P	15	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	1	1	5	 	0	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	 
2	4	61033Q	15	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	 
2	4	61034R	15	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61035S	15	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	 
2	4	61036T	15	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	2	 
2	4	61037V	15	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	 
2	4	61038W	15	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	 
2	4	61039X	15	1	1	3	 	2	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	3	3	1	1	2	2	1	2	3	1	1	2	2	2	2	2	2	1	1	1	2
2	4	61040Y	15	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	 
2	4	61041Z	18	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61042A	18	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61043B	18	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61044C	18	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61045D	18	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 
2	4	61047F	18	1	1	5	 	3	1	2	 	5	3	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	 	 	 	2	 	4	1	1	1	2	2	1	1	3	2	1	1	1	1	3	1	3	3	3	1	2
