serial	prewt	an32s1	an32s2	an32s3	an32s4	an32s5	an32s6	an32s7	an32s8	an32s9	an32s10	an32s11	an32s12	an32s13	an32s14	an32s15	an32s16	an32s17	an32s18	an32s19	an32s20	an32s21	an32s22	an32s23	an32s24	an32s25	an32s26	an32s27	an32s28	an32s29	an32s30	an32s31	an32s32	an32s33	an32s34	an32s35	an32s36	an32s37	an32s38	an32s39	an32s40	an32s41	an32s42	an32s43	an32s44	an32s45	an32s46	an32s47	an32s48	an32s49	an32s50	an32s51	an32s52	an32s53	an32s54	an32s55	an32s56	an32s57	an32s58	an32s59	an32s60	an32s61	an32s62	an32s63	an32s64	an32s65	an32s66	an32s67	an32s68	an32s69	an32s70	an32s71	an32s72	an32s73	an32s74	an32s75	an32s76	an32s77	an32s78	an32s79	an32s80	an32s81	an32s82	an32s83	an32s84	an32s85	an32s86	an32s87	an32s88	an32s89	an32s90	an32s91	an32s92	an32s93	an32s94	an32s95	an32s96	an32s97	an32s98	an32s99	an32s100	an32s101	an32s102	an32s103	an32s104	an32s105	an32s106	an32s107
11002	.406	0	0	0	0	.1685	0	0	.0306	0	0	.0315	0	.1188	.009	0	0	.0611	0	0	.0013	0	0	.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.2806	.0282	.009	0	0	.0195	0	0	0	0	0	0	0	0	0	0	0	0	0	.0075	0	.0105	.0045	0	0	.0221	0	0	0	.2607	0	.0068	.006	.0074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0011	0	0	0	0	0	.0768	.0023	0	0	0	0	0
11003	.504	0	0	0	0	.0539	.2287	0	0	.2012	.315	.0571	0	.19	0	0	0	.132	0	0	.003	0	0	.001	0	.0835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.092	.0058	0	0	0	.0738	0	0	0	0	0	.023	0	0	0	0	0	.0124	0	0	0	0	0	0	.0234	.0266	.0319	0	0	.1062	0	.0059	.0036	0	0	0	.0147	.0289	0	0	0	0	0	.068	0	0	0	0	0	0	0	0	0	0	0	.0004	0	0	0	0	0	.0601	.0026	0	0	0	0	0
11005	.504	.0158	0	0	.0029	.2092	0	0	0	0	.417	.0454	.0261	.0675	0	0	0	0	0	.0569	.0009	.0982	0	.0013	0	0	0	0	.0165	0	0	0	0	0	0	0	0	0	0	0	.076	.0208	.0178	.4095	0	0	0	0	0	.0355	0	.0344	0	0	0	0	0	0	.0865	0	.0276	0	0	0	0	.0319	.0252	0	0	.0432	0	0	0	0	0	.0049	0	0	0	0	0	0	.005	0	0	0	0	0	0	0	0	0	0	0	0	.0001	0	0	0	0	0	0	.0018	0	0	0	0	0
11007	.952	0	0	0	0	.353	0	0	0	0	.138	.071	0	.0319	0	0	0	.0564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0455	.0065	0	0	0	0	0	0	0	.183	0	0	0	0	0	0	0	0	0	0	0	0	0	.0146	0	0	0	0	0	0	.0016	.0006	0	0	0	0	.0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0007	0	0	0	0	0
11008	1.404	0	0	0	0	.1027	0	0	0	.1125	0	.0154	0	.0076	0	0	0	.0758	0	0	0	0	0	.0038	0	0	0	.011	0	0	0	0	0	0	0	0	0	0	0	0	0	.0417	0	0	0	.0409	0	0	0	0	0	.0373	0	0	0	0	0	0	0	0	0	0	0	0	0	.0415	.054	0	0	.1208	0	.0188	.0183	.0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0011	0	0	0	0	0	.2221	.0147	.1275	0	0	0	0
11010	1.404	0	0	0	0	.0336	0	0	.2789	.0756	.216	.0168	0	.1492	0	0	.0246	0	.1221	0	0	0	0	.0026	0	.0281	0	.0111	.0088	0	0	0	0	0	0	0	0	0	0	0	.1881	.0123	0	0	0	0	0	0	0	.032	0	.0174	0	0	0	0	0	0	.0105	0	0	0	0	0	0	.0144	.055	0	0	.0945	.011	.0276	.0169	0	0	0	.0192	0	0	0	0	0	.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0379	0	0	0	0	0	0
11011	.978	0	0	0	0	.0074	0	0	.88	.0441	0	.037	0	.036	0	0	.0389	0	.0296	0	.0015	0	0	.003	0	.0286	0	0	.0088	0	0	0	0	0	0	0	0	0	0	0	.11	.0105	0	0	0	0	0	.0009	0	0	0	0	0	.0545	0	0	0	0	0	0	0	.0071	0	0	.0168	.027	.2764	0	0	.039	0	.0038	0	.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.1271	.0084	0	0	0	0	0
11012	.978	0	0	.0525	0	.1547	0	0	.1209	.1437	0	.021	.0068	.0269	0	0	0	.1192	.0024	0	0	.0088	0	0	0	0	0	0	.0341	0	0	0	0	0	0	0	0	0	0	0	.117	.0712	0	.1417	.0131	.0707	0	0	0	0	0	0	0	0	0	.0228	0	.0302	0	0	0	.0348	0	0	0	.0562	0	0	0	.1597	0	.0154	.0304	0	0	0	0	0	0	0	0	0	0	.07	0	0	0	0	0	0	0	0	0	0	0	.0002	0	0	0	0	0	.096	0	0	0	0	0	0
11013	1.22	0	0	0	0	0	0	1.3198	0	0	.276	.0472	0	0	.0021	0	0	0	.085	0	0	0	0	0	0	0	0	0	.0368	0	0	0	0	0	0	0	0	0	0	0	.6884	0	0	.312	0	0	0	.0018	0	0	.1325	0	0	0	0	0	.0003	.0137	0	0	0	.0228	0	.0126	0	.0093	.0319	0	0	.1323	0	0	0	0	0	.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0598	0	0	0	0	0	0
11014	1.22	0	0	0	0	.1283	.0995	0	0	.0864	0	.0315	.0113	.1149	0	0	0	0	.055	0	0	0	0	.0049	0	0	0	.0059	.0194	0	0	0	0	0	0	0	0	0	0	0	.1263	0	0	.1873	0	0	0	.0024	0	.0128	.0038	.0214	0	.0052	0	0	0	.0196	0	0	0	0	.0137	0	0	0	.1477	0	0	.0324	0	.0169	0	.0054	0	0	.0136	0	0	0	0	0	.0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
