serial	prewt	an26s1	an26s2	an26s3	an26s4	an26s5	an26s6	an26s7	an26s8	an26s9	an26s10	an26s11	an26s12	an26s13	an26s14	an26s15	an26s16	an26s17	an26s18	an26s19	an26s20	an26s21	an26s22	an26s23	an26s24	an26s25	an26s26	an26s27	an26s28	an26s29	an26s30	an26s31	an26s32	an26s33	an26s34	an26s35	an26s36	an26s37	an26s38	an26s39	an26s40	an26s41	an26s42	an26s43	an26s44	an26s45	an26s46	an26s47	an26s48	an26s49	an26s50	an26s51	an26s52	an26s53	an26s54	an26s55	an26s56	an26s57	an26s58	an26s59	an26s60	an26s61	an26s62	an26s63	an26s64	an26s65	an26s66	an26s67	an26s68	an26s69	an26s70	an26s71	an26s72	an26s73	an26s74	an26s75	an26s76	an26s77	an26s78	an26s79	an26s80	an26s81	an26s82	an26s83	an26s84	an26s85	an26s86	an26s87	an26s88	an26s89	an26s90	an26s91	an26s92	an26s93	an26s94	an26s95	an26s96	an26s97	an26s98	an26s99	an26s100	an26s101	an26s102	an26s103	an26s104	an26s105	an26s106	an26s107
11002	.406	0	0	0	0	.478	0	0	.1479	0	0	.1073	0	.4439	.144	0	0	.806	0	0	.017	0	0	.2128	0	0	0	0	0	0	.0063	0	0	0	0	0	.008	0	0	0	.6405	3.1918	.3225	0	0	.5558	0	0	0	0	0	0	0	0	0	0	0	0	0	.03	0	.045	.005	0	0	.017	0	0	0	.3645	0	.0338	0	.037	0	0	0	0	.0607	.0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.054	.0557	0	0	0	0	.1098	.009	0	0	0	0	0
11003	.504	0	0	0	0	.1347	1.2375	0	0	.9257	.0787	.2012	0	.8569	0	0	0	1.32	0	0	.03	0	0	.0805	0	.7925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.2415	.4249	0	0	0	.4504	0	0	0	0	1.022	.115	0	0	0	0	0	.0138	0	0	0	0	0	0	.2379	.059	.116	0	0	.354	0	.0195	.0033	0	0	0	.0438	.1151	.0125	.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.03	.1882	0	0	0	0	1.0207	.0075	0	0	0	0	0
11005	.504	.1575	0	0	.0202	.591	0	0	0	0	.3028	.1975	.142	.2412	0	0	0	0	0	.569	.012	1.2622	0	.0977	0	0	0	0	.3337	0	0	0	0	0	0	0	0	0	0	0	.1705	.912	1.917	1.2365	0	0	0	0	0	.2485	0	.2448	0	0	0	0	0	0	.3115	0	.1725	0	0	0	0	.0245	.0423	0	0	.057	0	0	0	0	0	0	0	0	.1185	.0428	0	0	.004	0	0	0	0	0	0	0	0	0	0	0	0	.0028	.2955	0	0	0	0	0	.007	0	0	0	0	0
11007	.952	0	0	0	0	.9195	0	0	0	0	.0925	.2305	0	.1225	0	0	0	.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.143	.602	0	0	0	0	0	0	0	.6405	.966	0	0	0	0	0	0	0	0	0	0	0	0	.0163	0	0	0	0	0	0	.0038	0	0	0	0	0	.017	0	.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.1169	0	0	0	0	0	.001	0	0	0	0	0
11008	1.404	0	0	0	0	.2567	0	0	0	.945	0	.165	0	.0665	0	0	0	.758	0	0	0	0	0	.2875	0	0	0	.0825	0	0	.0095	0	0	0	0	0	0	0	0	0	0	1.807	0	0	0	1.1865	0	0	0	0	0	.2533	0	0	0	0	0	0	0	0	0	0	0	0	0	.1655	.21	0	0	.4028	0	.0628	.0305	.0165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0302	0	0	0	0	0	.7931	.166	0	0	0	0	0
11010	1.404	0	0	0	0	.084	0	0	.876	.6888	.072	.18	0	.8115	0	0	.2118	0	1.221	0	0	0	0	.272	0	.2813	0	.0832	.1625	0	0	0	0	0	.004	0	0	0	0	0	.3465	.901	0	0	0	0	0	0	0	1.9764	0	.1044	0	0	0	0	0	0	.0735	0	0	0	0	0	0	.0288	.0852	0	0	.1575	.0263	.092	0	0	0	0	.064	0	0	.004	0	0	.0578	0	0	0	0	0	0	0	0	0	0	0	0	0	.1298	0	0	0	0	.9247	0	0	0	0	0	0
11011	.978	0	0	0	0	.021	0	0	2.31	.588	0	.1452	0	.1584	0	0	.2893	0	.296	0	.015	0	0	.32	0	.2863	0	0	.1625	0	.0038	0	0	0	0	0	.0025	0	0	0	.2888	2.625	0	0	0	0	0	.5185	0	0	0	0	0	.2818	0	0	0	0	0	0	0	.0238	0	0	.1302	.09	.5528	0	0	.03	0	.0375	0	.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.1825	0	0	0	0	.4501	.1334	0	0	0	0	0
11012	.978	0	0	.2555	0	.4328	0	0	.5146	.575	0	.0525	.0675	.179	0	0	0	1.192	.024	0	0	.1125	0	0	0	0	0	0	.6186	0	.002	0	0	.028	0	0	0	0	0	0	.325	.4275	0	.4253	.1312	.485	0	0	.35	0	0	0	0	0	0	.0228	0	.0335	0	0	0	.1545	0	0	0	.2453	0	0	0	.2663	0	.0298	.038	0	0	0	0	0	.0055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0055	.0716	0	0	0	0	.3236	0	0	0	0	0	0
11013	1.22	0	0	0	0	0	0	2.7122	0	0	.046	.1418	0	0	.1449	0	0	0	.85	0	0	0	0	0	0	0	0	0	.6957	0	0	0	0	0	.046	0	0	0	0	0	1.4295	0	0	.96	0	0	0	1.0675	0	0	2.342	0	0	0	0	0	.001	.0153	0	0	0	.108	0	.014	0	.111	.116	0	0	.441	0	0	0	0	0	.1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.209	0	0	0	0	.3667	0	0	0	0	0	0
11014	1.22	0	0	0	0	.3313	.5265	0	0	1.152	0	.0787	.045	.5174	0	0	0	0	.55	0	0	0	0	.3737	0	0	0	.0295	.3788	0	0	0	0	0	0	0	0	0	0	0	.225	0	0	.5618	0	0	0	.276	0	.1152	.375	.152	0	.0494	0	0	0	.0218	0	0	0	0	.0153	0	0	0	.2479	0	0	.054	0	.0563	0	.027	0	0	.0453	0	0	0	0	0	.143	0	0	0	0	0	0	0	0	0	0	0	0	0	.3519	0	0	0	0	0	0	0	0	0	0	0
