serial	prewt	an27s1	an27s2	an27s3	an27s4	an27s5	an27s6	an27s7	an27s8	an27s9	an27s10	an27s11	an27s12	an27s13	an27s14	an27s15	an27s16	an27s17	an27s18	an27s19	an27s20	an27s21	an27s22	an27s23	an27s24	an27s25	an27s26	an27s27	an27s28	an27s29	an27s30	an27s31	an27s32	an27s33	an27s34	an27s35	an27s36	an27s37	an27s38	an27s39	an27s40	an27s41	an27s42	an27s43	an27s44	an27s45	an27s46	an27s47	an27s48	an27s49	an27s50	an27s51	an27s52	an27s53	an27s54	an27s55	an27s56	an27s57	an27s58	an27s59	an27s60	an27s61	an27s62	an27s63	an27s64	an27s65	an27s66	an27s67	an27s68	an27s69	an27s70	an27s71	an27s72	an27s73	an27s74	an27s75	an27s76	an27s77	an27s78	an27s79	an27s80	an27s81	an27s82	an27s83	an27s84	an27s85	an27s86	an27s87	an27s88	an27s89	an27s90	an27s91	an27s92	an27s93	an27s94	an27s95	an27s96	an27s97	an27s98	an27s99	an27s100	an27s101	an27s102	an27s103	an27s104	an27s105	an27s106	an27s107
11002	.406	0	0	0	0	763.575	0	0	116.9566	0	0	118.975	0	183.3413	42.678	0	0	201.5	0	0	2.635	0	0	95.275	0	0	0	0	0	0	39.875	0	0	0	0	0	48	0	0	0	457.5	55.1989	5.025	0	0	119.86	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15	0	2.4	1.55	0	0	1.53	0	0	0	71.475	0	.3375	.4	14.615	0	0	0	0	0	.0875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2125	2.785	0	0	0	0	713.375	21.4403	0	0	0	0	0
11003	.504	0	0	0	0	179.025	605.3	0	0	317.975	477.75	216.0363	0	512.2916	0	0	0	330	0	0	7.65	0	0	36.05	0	214.5	0	0	0	0	0	0	0	0	0	0	0	0	459	0	163.3	10.7503	0	0	0	371.0976	0	0	0	0	284.8825	115	0	0	0	0	0	7.5625	0	0	0	0	0	0	121.9335	2.065	21.46	0	0	50.74	0	0	.0975	0	0	0	21.6	.3403	0	1.4	0	0	0	7.65	0	0	0	0	0	0	0	0	0	0	0	4.45	9.41	0	0	0	0	1261.5163	24.2625	0	0	0	0	0
11005	.504	239.4	0	0	30.5091	855.375	0	0	0	0	638.4975	171.9625	120.45	158.134	0	0	0	0	0	142.25	2.58	350.625	0	43.775	0	0	0	0	41.2288	0	0	0	0	0	0	0	0	0	399	0	193.75	9.6	23.075	21.6075	0	0	0	0	0	271.22	0	65.966	0	0	0	0	0	0	97.2625	0	279.45	0	0	0	0	2.205	9.5004	0	0	202.05	0	0	0	0	0	1.96	0	0	0	.855	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	.1625	14.775	0	0	0	0	0	25.4006	0	0	0	0	0
11007	.952	0	0	0	0	1533.3	0	0	0	0	220.9	214.45	0	83.3	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301.875	0	149.175	6.02	0	0	0	0	0	0	0	320.25	269.2725	0	0	0	0	0	0	0	0	0	0	0	0	21.2859	0	0	0	0	0	0	9.825	.18	0	0	0	0	3.06	0	0	1.0275	0	0	0	0	2.91	0	0	0	0	0	0	0	0	0	0	0	5.845	0	0	0	0	0	7.75	0	0	0	0	0
11008	1.404	0	0	0	0	373.425	0	0	0	4.5	0	20.35	0	47.5	0	0	0	189.5	0	0	0	0	0	128.75	0	0	0	30.25	0	0	109.25	0	0	0	0	0	0	0	0	0	0	20.155	0	0	0	48.105	0	0	0	0	0	72.2575	0	0	0	0	0	0	0	0	0	0	0	0	0	5.565	33	0	0	57.7275	0	0	.305	6.5175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13	0	0	0	0	0	0	1.7875	0	0	0	0	0	644.2078	222.0346	0	0	0	0	0
11010	1.404	0	0	0	0	111.6	0	0	447.775	89.8212	217.8	22.2	0	550.371	0	0	42.4584	0	305.25	0	0	0	0	93.5	0	78.125	0	30.525	20	0	0	0	0	0	16	0	0	0	0	0	515.35	22.7981	0	0	0	0	0	0	0	137.8539	0	56.9415	0	0	0	0	0	0	61.95	0	0	0	0	0	0	8.9125	24.6455	0	0	23.625	68.775	0	1.0125	0	0	0	38.4	0	0	.725	0	0	11.025	0	0	0	0	0	1	0	0	0	0	0	0	0	6.4875	0	0	0	0	497.2391	0	0	0	0	0	0
11011	.978	0	0	0	0	35.35	0	0	990	1277.2389	0	122.183	0	121.1664	0	0	95.1364	0	74	0	3.825	0	0	110	0	74.425	0	0	20	0	43.125	0	0	0	0	0	15	0	147	0	195.25	11.55	0	0	0	0	0	44.2	0	0	0	0	0	75.1563	0	0	0	0	0	0	0	1.9	0	0	64.1844	31.5	117.612	0	0	12.9	0	.375	0	19.75	0	0	0	0	0	.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1225	0	0	0	0	1132.5059	129.7806	0	0	0	0	0
11012	.978	0	0	251.489	0	711.6625	0	0	373.7205	120.75	0	16.5	35.1	121.517	0	0	0	298	6	0	0	31.25	0	0	0	0	0	0	310.4084	0	23	0	0	120.54	0	0	0	0	0	0	276	300.2	0	14.7825	17.5706	340.06	0	0	287	0	0	0	0	0	0	7.5075	0	18.425	0	0	0	14.195	0	0	0	12.7675	0	0	0	39.9375	0	1.95	.76	0	0	0	0	0	0	.14	0	0	0	7.875	3.235	0	0	0	0	.945	0	0	0	0	0	.325	3.58	0	0	0	0	731.6692	0	0	0	0	0	0
11013	1.22	0	0	0	0	0	0	2336.4836	0	0	418.6	118.05	0	0	21.8421	0	0	0	212.5	0	0	0	0	0	0	0	0	0	85.6896	0	0	0	0	0	184	0	0	0	0	0	2160.9	0	0	28	0	0	0	91	0	0	916.2425	0	0	0	0	0	.09	8.3875	0	0	0	8.28	0	7.9282	0	122.1	21.46	0	0	63.21	0	0	0	0	0	.1325	0	0	0	.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.45	0	0	0	0	427.78	0	0	0	0	0	0
11014	1.22	0	0	0	0	530.375	257.4	0	0	2502.3456	0	24.75	47.25	328.3265	0	0	0	0	137.5	0	0	0	0	164.125	0	0	0	19.9125	46.704	0	0	0	0	0	0	0	0	0	40.125	0	362.5	0	0	19.5275	0	0	0	130.92	0	168.9104	148.75	40.9593	0	121.6345	0	0	0	11.9625	0	0	0	0	4.7275	0	0	0	55.6829	0	0	8.1	0	0	0	10.665	0	0	27.15	0	0	0	0	0	24.05	0	0	0	0	0	0	0	0	0	0	0	0	0	11.73	0	0	0	0	0	0	0	0	0	0	0
11017	1.247	0	3.32	0	0	0	633.45	0	0	1467.0587	286.65	115.675	0	0	78.5625	0	0	555.5	0	0	0	0	0	177.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174.625	0	323.8525	0	0	0	0	0	114	0	0	318	65.4682	0	0	103.35	0	0	0	1.4175	1.87	0	0	0	0	0	6.2775	15.99	0	0	31.8375	0	0	0	28.6375	0	2.175	0	0	0	2.1175	0	9.86	11.55	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8	0	0	0	0	185.4375	48.1215	0	0	0	0	0
11019	1.508	0	0	642.1273	0	379.725	0	0	0	0	0	45.05	0	104.7052	0	0	0	125.5	0	0	0	0	0	26.65	0	0	0	0	22.1125	0	77.625	0	0	0	0	0	0	0	0	0	739.5	0	0	0	514.25	0	0	0	1902.85	0	0	0	0	0	0	0	0	0	66.3	0	297.675	0	0	0	0	0	40.2588	0	0	12.6	216.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11022	1.079	0	0	0	0	74.7	171.6	0	485.325	0	0	0	50.625	181.2072	0	0	0	32.5	56	0	0	0	0	0	0	0	0	0	31.2	20.8125	145.01	0	0	0	0	0	0	0	123.375	0	0	57.96	0	0	0	0	0	0	143.5	73.8983	0	123	0	0	0	0	0	0	0	0	386.775	2.32	0	0	0	0	37.9991	0	0	90.62	0	0	0	22.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.605	0	0	0	0	155.3444	32.4	0	0	0	0	0
11023	.254	0	0	0	0	942.125	0	0	0	0	737.1	153.275	0	0	0	0	0	289	0	0	0	0	0	30.75	0	0	0	0	41.325	0	250.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458.9	245.7226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0047	0	0	0	0	0	1.7325	0	0	0	0	0	0	.6975	0	0	0	0	3.99	0	0	0	0	0	0	324.0975	0	0	0	0	3.33	0	0	0	0	0	0	0	0	0	0	0
11024	.254	0	0	0	0	406.125	0	0	0	0	305.5	110.375	166.4	0	0	0	0	184	0	0	0	60	0	0	0	0	0	0	22.8	0	120.75	0	0	0	0	0	0	0	0	0	191.0375	33.02	0	0	0	0	0	0	0	680.5125	0	0	0	0	0	0	0	0	183.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.285	0	0	23.1	0	1.27	0	0	0	0	0	0	0	0	0	0	0	7.0875	0	0	0	0	0	0	0	0	0	0	0
11025	.291	0	0	0	0	266.8	0	0	0	1155.957	0	75.175	0	0	237.8037	0	0	129	0	0	0	0	0	0	0	47.625	0	0	47.5807	0	0	0	0	0	10	0	0	0	0	0	543.75	16.3494	12.5125	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	.9675	0	0	0	3.255	0	0	31.455	0	0	0	21.0375	0	1.5	0	0	0	0	4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.975	.3825	0	0	0	0	1959.4438	142.875	0	0	0	0	0
11029	.398	0	0	0	29.759	717	118.8	0	80.1	0	119.35	195.7807	150.8397	188.7555	36.2763	0	51.6715	37.5	108.25	0	2.2125	0	0	53.025	0	0	0	0	9.0625	0	51.75	0	0	0	0	0	111	0	0	60.325	194.75	21.4797	0	0	0	0	0	0	410	0	470.4725	0	0	0	0	0	0	7.2875	0	0	0	1.6	2.17	0	0	20.8225	25.8	0	0	0	0	0	0	0	0	0	0	0	0	8.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95	7.9725	0	0	0	0	543.75	0	0	0	0	0	0
11032	.494	0	0	0	182.6858	325.5	132	0	240.3	0	0	492.025	0	0	0	0	0	22.5	103	0	0	0	0	0	0	0	0	0	10	0	34.5	0	0	0	0	0	60	0	0	73.2975	0	0	15.745	0	0	0	0	0	0	114.6964	171.71	24.1707	0	0	0	0	.625	4.675	0	0	0	0	4.96	0	0	12	0	0	0	22.3274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.42	0	0	0	1.1375	3.06	0	0	0	0	924.7125	38.357	0	0	0	0	0
