wave	rownum	serial	area	upd1	lpd1	upd2	lpd2	upd3	lpd3	upd4	lpd4	upd5	lpd5	upd6	lpd6	upd7	lpd7	upd8	lpd8	ever	ucd1	lcd1	ucd2	lcd2	ucd3	lcd3	cd4	ucd5	lcd5	defu1	defl1	defu2	defl2	defu3	defl3	cd6	cd7	ucd8	lcd8	ucd9	lcd9	ucd10	lcd10	ucd11	lcd11	cd12	cd13
2	39	61056Q	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61057R	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	1	1
2	39	61058S	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61059T	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61061W	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	1	 	1	 	 	2	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	0	0
2	39	61063Y	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61064Z	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	2	1	2	1	2	2
2	39	61067C	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61068D	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	1	 	1	 	 	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	1	1
2	39	61069E	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	1	 	1	 	 	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	2	1
2	39	61070F	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61071G	26	1	1	1	1	1	1	3	3	0	0	1	1	1	1	1	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61072H	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	1	2
2	39	61073J	31	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2
2	39	61074K	31	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	2	2	1	1	1	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	1	2	1
2	39	61076M	31	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61077N	31	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	3	1	1	1	1	2	1	2	1	1	2	2
2	39	61078P	31	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3	1	1	1	1	1	1	2	1	1	1	1
2	39	61080R	31	0	1	 	1	 	1	 	2	 	0	 	3	 	3	 	2	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61081S	31	1	0	1	 	1	 	3	 	1	 	1	 	1	 	1	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61083V	34	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	1	1	2	2	2	1	3
2	39	61084W	34	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	2	1
2	39	61085X	34	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	2	1	1	1	2	1
2	39	61086Y	34	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61087Z	34	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61088A	34	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61089B	34	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	3
2	39	61090C	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	2	1	2	1	2	1	1	2	2
2	39	61091D	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61092E	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	3	1	1	2	1	1	1	2	1	1	1	1
2	39	61094G	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2
2	39	61095H	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61096J	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	2	1	2	1	1	2	1
2	39	61098L	39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61101P	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	2	2	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1
2	39	61102Q	42	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61103R	42	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61104S	42	1	0	0	 	1	 	1	 	1	 	1	 	1	 	1	 	1	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61105T	42	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	2	1	1	1	1	1	1
2	39	61106V	47	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61107W	47	1	0	1	 	1	 	2	 	1	 	3	 	3	 	2	 	0	0	1	 	1	 	1	1	 	1	 	0	 	0	 	0	 	1	 	2	 	2	 	1	 	1	1	1
2	39	61110Z	47	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61112B	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61113C	47	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61114D	47	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61115E	47	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61116F	47	0	1	 	1	 	1	 	1	 	1	 	3	 	3	 	2	0	1	 	1	 	1	 	1	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	1	1
2	39	61117G	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61118H	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	2	1	2	2	1	1	1	2
2	39	61119J	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	2	1	2	1	1	1	1	1	1
2	39	61120K	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	1	2	2
2	39	61121L	50	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61122M	50	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61123N	50	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	1	 	1	 	 	1	 	0	 	0	 	0	 	1	 	1	1	1	 	1	 	1	 	 	 
2	39	61125Q	55	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	1	 	1	 	 	2	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	1	 	1	1
2	39	61126R	55	1	 	1	 	0	 	3	 	1	 	3	 	3	 	2	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61127S	55	0	1	 	1	 	1	 	1	 	1	 	1	 	1	 	1	0	1	0	1	 	1	 	1	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	1	1
2	39	61128T	55	0	1	 	1	 	1	 	1	 	1	 	1	 	1	 	1	0	1	 	1	 	1	 	1	1	 	0	 	0	 	0	 	1	 	1	 	2	 	1	 	1	 	1	1
2	39	61129V	55	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	1	1	1	1	2	1	1
2	39	61130W	55	1	0	0	 	1	 	3	 	1	 	1	 	1	 	1	 	1	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61131X	55	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	1	1	1
2	39	61132Y	55	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	2	2	1
2	39	61133Z	55	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61134A	55	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61135B	55	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	2	2	1
2	39	61136C	55	1	0	1	 	1	 	3	 	1	 	1	 	3	 	1	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61137D	55	1	0	1	0	0	 	3	 	1	 	1	 	1	 	1	 	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61138E	58	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3	1	1	2	1	1	1	2	1	1	1	2
2	39	61139F	58	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	0	1	2	0	0	0	0	0	0	3	1	1	1	1	2	1	2	1	1	2	2
2	39	61141H	58	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	1	0	0	0	0	0	3	1	1	2	1	1	1	1	1	1	1	2
2	39	61142J	58	0	1	 	1	 	1	 	1	 	1	 	1	 	1	 	1	1	1	0	1	 	1	 	 	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	1	1
2	39	61143K	58	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61144L	58	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61145M	58	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	1	2	2
2	39	61146N	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61147P	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	2	1	2	2	0	0	0	0	1	0	3	1	1	1	1	1	1	1	1	1	2	2
2	39	61148Q	63	1	1	1	1	0	1	4	2	1	0	3	3	1	1	2	2	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61149R	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	2	1	1	1	1	1	2	0	0	0	0	0	0	1	1	1	2	1	2	1	2	1	1	1	1
2	39	61150S	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61151T	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61152V	63	1	0	0	 	1	 	4	 	1	 	1	 	1	 	1	 	1	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61153W	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61154X	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61155Y	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61156Z	63	1	1	1	1	1	1	4	4	1	1	3	3	3	3	2	2	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61157A	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61158B	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	2	1	1	1	1	1	1	2	1
2	39	61159C	63	1	0	0	 	0	 	4	 	1	 	2	 	1	 	2	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61160D	63	1	0	0	 	1	 	2	 	0	 	1	 	1	 	1	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	39	61161E	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	1	1
2	39	61162F	63	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	39	61163G	66	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2
2	39	61165J	66	1	0	1	 	1	 	2	 	1	 	1	 	1	 	1	 	0	0	1	 	1	 	1	1	 	1	 	0	 	0	 	0	 	1	 	1	 	2	 	2	 	1	1	2
2	39	61166K	66	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	2	1	1	1	1	2	2	0	0	1	0	0	0	1	1	1	2	2	2	2	2	1	1	2	3
2	39	61169N	66	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	2	1	2	2	2	2	1	2	1	2
2	39	61170P	66	0	1	 	1	 	1	 	1	 	0	 	3	 	3	 	2	0	1	0	2	 	1	 	1	1	 	0	0	0	0	0	0	1	1	1	 	1	 	1	 	1	 	1	1
2	39	61171Q	71	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61172R	71	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	2	2	1	1	1	0	0	0	0	0	0	3	1	1	1	1	1	1	1	1	2	1	1
2	39	61173S	71	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61174T	71	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	2	1	1
2	39	61175V	71	1	0	1	 	1	 	1	 	1	 	1	 	1	 	1	 	0	0	1	 	1	 	1	1	 	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	1	1
2	39	61176W	71	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61177X	71	1	0	1	 	0	 	1	 	0	 	1	 	1	 	1	 	0	0	1	 	1	 	1	1	 	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	2	 	 
2	39	61178Y	71	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61179Z	71	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61181B	71	1	0	0	 	1	 	3	 	1	 	1	 	1	 	1	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61182C	71	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61183D	71	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61184E	71	1	0	1	 	1	 	3	 	1	 	3	 	3	 	2	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61185F	71	1	0	1	 	1	 	2	 	0	 	3	 	3	 	2	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61186G	71	1	1	0	1	0	1	3	2	1	1	1	3	1	3	1	2	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61187H	71	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	1	 	1	 	0	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	 	0
2	39	61188J	74	1	1	1	0	1	1	4	1	1	0	1	2	1	1	1	2	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61189K	74	1	0	1	 	1	 	4	 	1	 	2	 	1	 	2	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61190L	74	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61192N	74	1	0	0	 	1	 	4	 	1	 	2	 	1	 	2	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61193P	74	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	1	0	3	1	1	1	1	1	1	1	1	1	2	1
2	39	61194Q	74	1	0	1	 	1	 	1	 	1	 	3	 	3	 	2	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61195R	74	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61196S	79	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61197T	79	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1
2	39	61198V	79	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61199W	79	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61200X	79	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61201Y	79	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	1	2	1
2	39	62202L	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	2	1	1	2	1	1	1	1
2	39	62203M	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	62204N	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	3	1	2	0	2	1	0	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	1	1
2	39	62205P	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	62206Q	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	2	1	1	1	1	1	1	1	1	2	2
2	39	62207R	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	62208S	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	2	1	2	1	1	1	1
2	39	62209T	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	1	 	1	 	 	1	 	0	 	0	 	0	 	3	 	1	 	1	 	1	 	1	 	 	 
2	39	62210V	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	1	1	1	1	1	1	1	2	2	1	1	1
2	39	62211W	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	2	2	1
2	39	62212X	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1
2	39	62213Y	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	62214Z	26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	1	1
2	39	62215A	31	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	1	 	1	 	 	1	 	0	 	0	 	0	 	3	 	1	 	1	 	1	 	1	 	1	1
2	39	62216B	31	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	2
