wave	rownum	serial	area	upd1	lpd1	upd2	lpd2	upd3	lpd3	upd4	lpd4	upd5	lpd5	upd6	lpd6	upd7	lpd7	upd8	lpd8	ever	ucd1	lcd1	ucd2	lcd2	ucd3	lcd3	cd4	ucd5	lcd5	defu1	defl1	defu2	defl2	defu3	defl3	cd6	cd7	ucd8	lcd8	ucd9	lcd9	ucd10	lcd10	ucd11	lcd11	cd12	cd13
1	39	51153B	64	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	2	1	2	1	2	2	1
1	39	51154C	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51155D	64	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	2	1	2	2	1
1	39	51156E	64	1	1	1	1	1	1	2	2	1	0	1	3	1	3	1	2	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51158G	64	1	0	1	 	1	 	2	 	1	 	1	 	1	 	1	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51159H	64	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51160J	64	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51161K	64	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	2	1	2	1	2	1	2	2	2
1	39	51162L	64	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51163M	64	1	1	1	1	1	1	2	1	1	0	3	3	1	1	1	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51164N	64	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51165P	64	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51166Q	64	1	0	0	 	1	 	1	 	1	 	3	 	1	 	2	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51167R	64	1	0	0	 	1	 	3	 	1	 	1	 	1	 	1	 	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51168S	65	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	2	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	1	1	3
1	39	51169T	65	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51170V	65	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3	1	1	1	1	2	1	1	1	1	1	1
1	39	51171W	65	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51172X	65	1	1	1	1	1	1	1	1	1	1	1	3	3	3	2	2	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51173Y	65	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	 	1	 	1	0	 	2	 	0	 	0	 	0	 	1	 	1	 	2	 	2	 	1	1	1
1	39	51174Z	65	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51175A	65	1	0	1	 	1	 	2	 	1	 	1	 	1	 	2	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51176B	65	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51177C	65	1	0	0	 	1	 	2	 	1	 	1	 	1	 	1	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51178D	65	1	1	1	1	1	1	4	3	1	1	1	1	1	1	1	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51179E	72	0	1	 	1	 	1	 	2	 	1	 	2	 	2	 	1	0	1	0	1	 	1	 	1	1	 	0	 	0	 	0	 	3	 	1	 	1	 	1	 	1	 	1	1
1	39	51181G	72	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51182H	72	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	2	2	1	1	1	0	0	0	0	0	0	3	1	1	1	1	2	1	2	1	2	2	2
1	39	51183J	72	0	1	 	1	 	1	 	1	 	1	 	1	 	1	 	1	0	1	0	1	 	1	 	1	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	1	1
1	39	51184K	72	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51185L	72	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	2	1	1
1	39	51186M	72	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51187N	72	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51188P	72	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51189Q	72	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	2	1	1
1	39	51192T	73	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51193V	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51194W	73	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2
1	39	51195X	73	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3	1	1	1	2	1	1	1	1	1	1	1
1	39	51196Y	73	1	 	1	 	1	 	3	 	1	 	3	 	2	 	2	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51197Z	73	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	2	1	2	1	2	1	1	2	2
1	39	51198A	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51199B	73	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	1	 	1	 	 	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	1	1
1	39	51200C	73	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	1	 	1	 	 	1	 	1	 	0	 	0	 	1	 	1	 	1	 	2	 	1	 	1	1
1	39	51201D	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51202E	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51204G	80	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	1	1	1
1	39	51205H	80	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	1	1	2	1	1	1	1
1	39	51206J	80	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51207K	80	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51208L	80	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
1	39	51209M	80	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	2	1	1
1	39	51210N	80	1	 	1	 	1	 	3	 	1	 	1	 	1	 	1	 	0	 	1	 	1	 	1	 	 	1	 	0	 	0	 	0	 	1	 	1	 	2	 	2	 	2	 	0
1	39	51211P	80	1	0	1	 	1	 	2	 	1	 	1	 	1	 	1	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51212Q	80	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51213R	80	1	 	1	 	1	 	3	 	1	 	3	 	1	 	1	 	1	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	51214S	80	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	1	1	2	1	1	1	1
1	39	51215T	80	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	1	 	1	 	 	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	 	0
1	39	51216V	80	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	3
1	39	52217H	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	2	1	1	2	1	2	1	2
1	39	52218J	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	0	0	0	0	0	0	0
1	39	52219K	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	1	 	1	 	 	1	 	0	0	0	0	0	0	1	 	1	1	1	 	1	 	1	 	9	9
1	39	52220L	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	2	2	1	1	1	1	1	1
1	39	52221M	8	1	0	1	 	1	 	1	 	1	 	2	 	1	 	2	 	0	0	1	 	1	 	1	 	 	2	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	1	1
1	39	52222N	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	52223P	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	52224Q	8	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3	1	2	2	2	2	1	2	1	2	2	2
1	39	52225R	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	52226S	9	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	3	1	1	1	1	1	2	1	1	2	1	1
1	39	52227T	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1	39	52228V	17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	2	2	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1
1	39	52230X	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3	1	1	2	1	2	1	2	1	1	1	1
1	39	52231Y	24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	2	1	1	1	1	1	1	1	1	1	1
1	39	52232Z	32	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	1	 	1	 	 	1	 	0	 	0	 	0	 	1	 	1	 	2	 	2	 	1	 	1	1
1	39	52233A	32	0	1	 	1	 	0	 	1	 	0	 	3	 	3	 	2	0	1	0	1	 	1	 	1	1	 	0	 	0	 	0	 	1	 	1	 	1	 	1	 	1	 	1	1
1	39	52234B	32	1	0	1	 	1	 	3	 	1	 	1	 	1	 	1	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	52236D	32	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	3	1	1	2	1	2	1	2	1	1	2	2
1	39	52237E	32	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	1	1	2	1	1	1	1
1	39	52238F	33	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	1	2	2	1	1	1	2
1	39	52239G	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	2	1	2	1	2	1	1	1	1
1	39	52241J	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	2	2	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1	39	52242K	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	1	0	1	1	1	1	1	2	1	1	1	1	1	1
1	39	52243L	48	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	52244M	64	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	2	1	2	1	2	1	2	2	2
1	39	52245N	65	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	1	 	1	 	0	2	 	0	 	0	 	0	 	1	 	1	 	1	 	2	 	1	 	 	9
1	39	52246P	72	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	0	2	2	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2
1	39	52247Q	73	1	 	1	 	1	 	3	 	1	 	1	 	1	 	1	 	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	52248R	73	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39	52249S	73	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	2	2	1	1	2	0	0	0	0	0	0	3	1	1	2	1	1	1	1	1	1	2	2
1	39	52250T	80	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1	39	52251V	80	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	1	 	1	 	 	2	 	0	 	1	 	0	 	1	 	1	 	1	 	1	 	2	 	 	 
1	39	52253X	25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	 	 	 	 	 	 	 
1	39	52254Y	73	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	2	1	1	1	1	1	1
2	39	61001F	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61002G	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	1	 	1	 	 	1	 	0	 	0	 	0	 	3	 	1	 	1	 	1	 	1	 	1	1
2	39	61003H	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	2	2	1	1	1	0	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	2	1
2	39	61005K	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61006L	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	1	 	1	 	 	1	 	0	 	0	 	0	 	3	 	1	 	2	 	1	 	1	 	1	1
2	39	61007M	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	1	1	1
2	39	61008N	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1
2	39	61009P	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	1	2	1
2	39	61010Q	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61012S	2	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	2	0	0	0	0	0	0	1	2	1	1	1	1	1	1	2	2	2	2
2	39	61013T	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61014V	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61015W	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	2	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	2	1	1	1	1	3
2	39	61018Z	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61019A	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	2	2	1	1	1	2	1	2	2	2
2	39	61020B	7	1	0	0	 	0	 	4	 	1	 	1	 	1	 	1	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61021C	7	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61022D	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	3
2	39	61023E	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61025G	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	2	2	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61026H	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	0	2	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1
2	39	61027J	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	1	1	2	1	2	2	1
2	39	61028K	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	3
2	39	61029L	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61030M	10	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	39	61031N	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1
2	39	61032P	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1
2	39	61033Q	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3	1	1	2	1	2	1	1	1	1	2	1
2	39	61034R	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	1	1
2	39	61035S	15	1	1	1	1	0	1	4	1	1	1	1	1	1	1	1	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61036T	15	1	0	0	 	0	 	4	 	1	 	1	 	1	 	1	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61037V	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	1	1
2	39	61038W	15	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	3	1	1	1	1	1	1	1	1	1	1	1
2	39	61039X	15	1	0	0	 	0	 	4	 	1	 	1	 	1	 	1	 	1	0	1	 	1	 	1	1	 	1	 	0	 	0	 	0	 	1	 	2	 	1	 	1	 	1	1	1
2	39	61040Y	15	0	1	 	1	 	0	 	1	 	0	 	3	 	3	 	2	0	1	 	1	 	1	 	1	1	 	1	 	1	 	1	 	1	 	1	 	1	 	1	 	1	 	1	1
2	39	61041Z	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	2	2	1	1	1	2	2	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61042A	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	2	1	1	1	1	1
2	39	61043B	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	 	0	0	0	0	0	0	1	1	1	1	1	2	1	2	1	1	1	1
2	39	61044C	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61045D	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61047F	18	0	1	 	1	 	1	 	1	 	1	 	1	 	1	 	1	1	1	0	1	 	1	 	1	1	 	0	 	0	 	0	 	1	1	1	 	1	 	2	 	1	 	1	1
2	39	61049H	18	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61050J	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	1	1	2	1	1	1	1
2	39	61051K	18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	1	0	0	0	0	0	0	3	1	1	2	1	1	1	2	1	1	2	1
2	39	61052L	18	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	39	61053M	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
2	39	61054N	23	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	1	1	1	1	1	2	1	0	0	0	0	0	0	1	1	1	2	1	2	1	1	1	1	1	1
