serial	prewt	an17s1	an17s2	an17s3	an17s4	an17s5	an17s6	an17s7	an17s8	an17s9	an17s10	an17s11	an17s12	an17s13	an17s14	an17s15	an17s16	an17s17	an17s18	an17s19	an17s20	an17s21	an17s22	an17s23	an17s24	an17s25	an17s26	an17s27	an17s28	an17s29	an17s30	an17s31	an17s32	an17s33	an17s34	an17s35	an17s36	an17s37	an17s38	an17s39	an17s40	an17s41	an17s42	an17s43	an17s44	an17s45	an17s46	an17s47	an17s48	an17s49	an17s50	an17s51	an17s52	an17s53	an17s54	an17s55	an17s56	an17s57	an17s58	an17s59	an17s60	an17s61	an17s62	an17s63	an17s64	an17s65	an17s66	an17s67	an17s68	an17s69	an17s70	an17s71	an17s72	an17s73	an17s74	an17s75	an17s76	an17s77	an17s78	an17s79	an17s80	an17s81	an17s82	an17s83	an17s84	an17s85	an17s86	an17s87	an17s88	an17s89	an17s90	an17s91	an17s92	an17s93	an17s94	an17s95	an17s96	an17s97	an17s98	an17s99	an17s100	an17s101	an17s102	an17s103	an17s104	an17s105	an17s106	an17s107
11002	.406	0	0	0	0	43.7535	0	0	7.3151	0	0	13.5357	0	33.3352	4.971	0	0	9.672	0	0	.1487	0	0	.0093	0	0	0	0	0	0	0	0	0	0	0	0	.04	0	0	0	0	1.0546	0	0	0	.1553	0	0	0	0	0	0	0	0	0	0	0	0	0	.36	0	.525	.245	0	0	.391	0	0	0	27.935	0	3.51	.92	4.292	0	0	0	0	63.7875	.8688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.3025	0	0	0	0	0	11.414	1.0485	0	0	0	0	0
11003	.504	0	0	0	0	9.933	28.615	0	0	29.0605	22.5488	27.87	0	74.5502	0	0	0	15.84	0	0	.405	0	0	.0035	0	27.442	0	0	0	0	0	0	0	0	0	0	0	0	.306	0	.069	.3799	0	0	0	4.722	0	0	0	0	.2008	4.5425	0	0	0	0	0	.4263	0	0	0	0	0	0	1.7706	2.891	8.642	0	0	18.172	0	2.2035	.2763	0	0	0	3.3895	.3747	13.125	13.9	0	0	0	7.31	0	0	0	0	0	0	0	0	0	0	0	.11	0	0	0	0	0	17.9398	1.2225	0	0	0	0	0
11005	.504	3.2445	0	0	.8047	50.3637	0	0	0	0	42.314	23.3695	18.3385	25.9632	0	0	0	0	0	6.9703	.129	11.9213	0	.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.266	0	0	0	0	0	0	0	0	0	0	7.455	0	3.5266	0	0	0	0	0	0	5.74	0	5.2095	0	0	0	0	.5635	2.4759	0	0	10.025	0	0	0	0	0	6.86	0	0	124.425	3.5863	0	0	6.65	0	0	0	0	0	0	0	0	0	0	0	0	.0275	0	0	0	0	0	0	.7846	0	0	0	0	0
11007	.952	0	0	0	0	86.5305	0	0	0	0	10.154	25.1342	0	12.5685	0	0	0	6.768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.1438	0	0	0	0	0	0	0	0	0	0	12.2152	.1898	0	0	0	0	0	0	0	0	0	0	0	0	.5135	0	0	0	0	0	0	.3998	.603	0	0	0	0	1.02	0	7.35	12.4945	0	0	0	0	7.4005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.126	0	0	0	0	0
11008	1.404	0	0	0	0	20.865	0	0	0	30.195	0	3.883	0	4.75	0	0	0	9.096	0	0	0	0	0	.0125	0	0	0	6.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6617	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4718	9.99	0	0	20.6745	0	6.9755	1.8605	1.914	0	0	0	0	0	0	0	0	0	0	1.199	0	0	0	1.4125	0	0	0	0	0	0	.3025	0	0	0	0	0	17.3853	3.6857	0	0	0	0	0
11010	1.404	0	0	0	0	6.192	0	0	20.9823	11.2644	15.948	4.236	0	72.8884	0	0	11.0862	0	15.2625	0	0	0	0	.0765	0	7.1562	0	6.771	0	0	0	0	0	0	.01	0	0	0	0	0	.018	.8057	0	0	0	0	0	0	0	8.7428	0	.9287	0	0	0	0	0	0	1.8375	0	0	0	0	0	0	.575	6.9602	0	0	8.925	2.7982	10.487	2.295	0	0	0	3.904	0	0	5.875	0	0	3.1762	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	0	7.9025	0	0	0	0	0	0
11011	.978	0	0	0	0	1.9985	0	0	45.65	13.1565	0	14.2436	0	12.876	0	0	13.108	0	3.7	0	.2025	0	0	.09	0	10.2477	0	0	0	0	0	0	0	0	0	0	.0125	0	.098	0	.0825	0	0	0	0	0	0	.0085	0	0	0	0	0	0	0	0	0	0	0	0	0	.5225	0	0	2.9792	1.485	34.9883	0	0	5.34	0	2.7375	0	5.8	0	0	0	0	0	4.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7792	2.34	0	0	0	0	0
11012	.978	0	0	9.7825	0	39.008	0	0	17.5987	21.7638	0	4.2975	7.6545	21.1605	0	0	0	14.304	.3	0	0	1.0625	0	0	0	0	0	0	.1479	0	0	0	0	.07	0	0	0	0	0	0	.03	5.6525	0	0	.9131	8.323	0	0	2.1875	0	0	0	0	0	0	1.7973	0	1.0385	0	0	0	.8315	0	0	0	1.9108	0	0	0	15.0875	0	10.043	2.242	0	0	0	0	0	5.775	1.39	0	0	0	7.7875	11.078	0	0	0	0	.675	0	0	0	0	0	.055	0	0	0	0	0	8.7699	0	0	0	0	0	0
11013	1.22	0	0	0	0	0	0	142.3557	0	0	19.757	24.2167	0	0	3.3516	0	0	0	10.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.115	0	0	0	0	0	0	0	0	0	0	0	0	.0175	0	0	.5888	0	0	0	0	0	.0213	.4728	0	0	0	.996	0	.4466	0	2.405	8.642	0	0	22.638	0	0	0	0	0	3.0475	0	0	0	8.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.7449	0	0	0	0	0	0
11014	1.22	0	0	0	0	29.849	12.168	0	0	25.776	0	6.4462	6.4575	38.5671	0	0	0	0	6.875	0	0	0	0	.0163	0	0	0	4.1448	0	0	0	0	0	0	0	0	0	0	.0243	0	0	0	0	0	0	0	0	1.008	0	5.3232	.2375	2.1897	0	.2587	0	0	0	.6743	0	0	0	0	.7473	0	0	0	14.5115	0	0	3.06	0	6.6375	0	3.132	0	0	2.7602	0	0	1.6748	0	0	7.384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
