wave	rownum	serial	area	lr7	lr6	lr5	lr4	lr3	lr2	lr1	ll1	ll2	ll3	ll4	ll5	ll6	ll7
2	29	61154X	63	1	1	0	0	0	0	0	0	0	0	0	0	1	1
2	29	61155Y	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61156Z	63	0	0	0	2	0	2	0	0	0	0	0	0	2	0
2	29	61157A	63	1	1	0	0	0	0	0	0	0	0	0	0	1	0
2	29	61158B	63	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61159C	63	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2	29	61160D	63	0	1	1	1	0	0	0	0	0	0	0	1	0	0
2	29	61161E	63	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61162F	63	0	1	1	1	0	0	0	0	0	0	0	0	1	0
2	29	61163G	66	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	29	61165J	66	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	29	61166K	66	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61169N	66	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61170P	66	2	2	0	0	0	0	0	0	0	0	0	2	2	2
2	29	61171Q	71	2	2	2	0	0	0	2	2	0	0	0	2	2	2
2	29	61172R	71	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61173S	71	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61174T	71	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61175V	71	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61176W	71	2	2	2	2	2	2	2	2	2	2	0	2	2	2
2	29	61177X	71	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61178Y	71	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61179Z	71	0	0	0	0	0	0	0	0	0	0	0	0	1	1
2	29	61181B	71	1	1	1	0	0	0	0	0	0	0	0	1	1	1
2	29	61182C	71	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61183D	71	0	0	0	0	0	0	0	0	0	0	2	0	0	0
2	29	61184E	71	0	1	1	0	0	0	0	0	0	0	0	0	1	1
2	29	61185F	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61186G	71	0	2	2	2	2	2	2	2	0	0	2	2	2	2
2	29	61187H	71	1	1	1	0	0	0	0	0	0	0	0	1	1	1
2	29	61188J	74	1	1	2	2	0	0	0	0	0	0	0	2	2	1
2	29	61189K	74	1	1	1	0	0	0	0	0	0	0	0	1	1	1
2	29	61190L	74	0	1	1	0	0	0	0	0	0	0	0	1	1	1
2	29	61192N	74	1	1	0	0	0	0	0	0	0	0	0	0	1	1
2	29	61193P	74	 	 	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61194Q	74	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2	29	61195R	74	1	1	0	0	0	0	0	0	0	0	0	1	1	1
2	29	61196S	79	 	 	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61197T	79	 	 	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61198V	79	1	1	0	0	0	0	0	0	0	0	0	0	1	1
2	29	61199W	79	0	0	0	0	0	0	0	0	0	0	0	2	0	0
2	29	61200X	79	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	61201Y	79	 	 	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62202L	7	 	 	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62203M	7	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62204N	10	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62205P	15	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62206Q	15	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62207R	23	1	1	0	1	1	1	1	1	1	0	1	0	0	1
2	29	62208S	23	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62209T	23	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62210V	26	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62211W	26	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62212X	26	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62213Y	26	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62214Z	26	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62215A	31	1	1	1	1	0	1	1	1	1	0	1	1	1	1
2	29	62216B	31	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62217C	31	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62218D	31	 	 	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62219E	31	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62220F	39	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62221G	42	1	1	0	0	0	1	1	1	1	1	0	1	1	1
2	29	62222H	42	1	1	1	1	0	1	1	1	1	1	1	1	1	1
2	29	62223J	42	1	1	1	1	0	0	0	0	0	1	1	1	1	1
2	29	62224K	47	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62225L	47	1	1	0	0	0	0	0	0	0	0	0	1	1	1
2	29	62226M	47	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62227N	55	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62228P	58	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62229Q	58	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62230R	74	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62231S	74	1	1	0	0	0	0	0	0	0	0	0	0	0	1
2	29	62232T	79	1	1	1	0	0	0	0	0	0	0	0	0	1	1
2	29	62233V	2	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62235X	18	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62236Y	18	1	1	1	1	0	0	0	0	0	0	1	1	1	1
2	29	62237Z	50	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62238A	50	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62240C	58	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62241D	58	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62242E	74	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62243F	39	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62244G	39	0	1	0	0	0	0	0	0	0	0	0	0	1	1
2	29	62245H	50	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62246J	50	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62247K	50	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62248L	79	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62249M	79	2	2	2	2	0	2	2	2	2	2	2	2	2	2
2	29	62250N	18	1	1	1	0	0	0	0	0	0	0	0	1	1	1
2	29	62252Q	18	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2	29	62253R	55	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71001A	6	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71002B	6	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71003C	6	1	1	0	0	0	0	0	0	0	0	0	0	1	1
3	29	71004D	6	1	0	1	0	0	0	0	0	0	0	1	1	0	1
3	29	71005E	6	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71006F	6	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71007G	6	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71008H	6	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71009J	6	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71010K	6	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71011L	6	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71013N	6	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71014P	6	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71016R	11	1	0	0	1	0	0	0	0	0	0	0	0	0	1
3	29	71017S	11	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71018T	11	2	2	2	2	0	2	2	2	2	0	0	2	2	0
3	29	71019V	11	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71020W	11	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71022Y	11	2	2	2	2	2	0	0	2	0	0	2	2	2	2
3	29	71023Z	11	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71024A	14	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71026C	14	1	1	1	0	0	0	0	0	0	0	0	1	1	1
3	29	71027D	14	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71028E	14	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71029F	14	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71030G	14	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71031H	14	2	2	2	2	0	0	2	0	0	0	2	2	2	2
3	29	71032J	14	2	2	0	2	0	0	0	0	0	0	0	0	2	0
3	29	71033K	14	2	2	2	0	0	0	0	0	0	0	0	2	2	2
3	29	71034L	14	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71035M	19	2	2	2	0	0	0	0	0	0	0	0	0	2	2
3	29	71036N	19	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71037P	19	2	2	2	2	0	2	2	2	2	2	0	2	2	2
3	29	71038Q	19	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71039R	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3	29	71041T	27	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71042V	27	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71043W	27	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71044X	27	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71045Y	27	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71046Z	27	0	1	0	0	0	0	0	0	0	0	0	1	1	1
3	29	71047A	27	0	1	1	1	0	0	0	0	0	0	1	1	1	0
3	29	71048B	27	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71049C	27	1	1	1	0	0	0	0	0	0	0	1	1	1	1
3	29	71050D	27	1	1	1	0	0	0	0	0	0	0	0	1	1	1
3	29	71052F	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71053G	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71054H	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71056K	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71057L	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71058M	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71059N	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71060P	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71061Q	30	1	1	1	0	0	0	0	0	0	0	0	0	1	1
3	29	71062R	30	2	2	2	0	0	2	2	2	2	0	0	0	2	2
3	29	71063S	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71064T	35	0	2	0	0	0	2	2	2	0	0	0	2	2	2
3	29	71065V	35	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71066W	35	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71067X	35	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3	29	71068Y	35	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71069Z	35	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71071B	35	2	2	2	2	0	0	0	0	0	0	2	2	2	2
3	29	71072C	38	1	1	0	0	0	0	0	0	0	0	0	1	0	0
3	29	71073D	38	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71074E	38	1	1	1	0	0	0	0	1	0	0	0	0	1	1
3	29	71075F	38	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71077H	38	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71078J	38	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71079K	38	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71080L	38	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71081M	38	2	2	0	0	0	0	0	0	0	0	0	0	1	1
3	29	71083P	43	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71084Q	43	1	1	1	0	0	0	0	0	0	0	1	0	1	0
3	29	71085R	43	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71086S	43	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3	29	71087T	43	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71088V	43	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71089W	43	1	1	0	0	0	0	0	0	0	0	0	0	1	1
3	29	71090X	43	1	1	1	0	0	0	0	0	0	0	0	1	1	1
3	29	71091Y	43	0	0	0	0	0	0	0	0	0	0	0	1	1	0
3	29	71092Z	43	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71093A	43	1	0	0	1	0	0	0	0	0	0	0	0	1	0
3	29	71094B	43	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71095C	46	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71097E	46	1	1	1	0	0	0	0	0	0	0	0	0	1	1
3	29	71099G	46	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71100H	46	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71101J	46	1	1	1	0	0	0	0	0	0	0	0	1	1	1
3	29	71102K	46	2	2	0	0	0	0	0	0	0	0	0	0	2	2
3	29	71103L	46	0	1	0	0	0	0	0	0	0	0	0	1	1	1
3	29	71104M	46	0	1	1	1	0	0	0	0	0	0	0	1	1	1
3	29	71105N	46	0	0	1	0	0	0	0	0	0	0	0	0	1	1
3	29	71107Q	46	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71108R	51	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71109S	51	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71112W	51	2	2	0	0	0	0	2	2	0	0	2	2	2	2
3	29	71113X	51	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71114Y	51	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71116A	51	1	1	1	1	0	1	1	1	1	1	0	1	1	1
3	29	71118C	54	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71119D	54	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71120E	54	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71121F	54	2	2	0	0	0	2	2	2	2	0	0	2	2	2
3	29	71122G	54	1	1	1	0	0	0	0	0	0	0	0	1	0	1
3	29	71123H	54	1	1	0	0	0	2	2	2	2	2	0	0	0	0
3	29	71124J	54	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71125K	54	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3	29	71126L	54	1	1	1	1	0	0	0	0	0	0	0	1	1	1
3	29	71127M	54	2	2	2	2	0	0	0	0	0	0	0	0	2	2
3	29	71128N	54	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71129P	54	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71130Q	59	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71131R	62	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71132S	62	0	1	0	0	0	0	0	0	0	0	1	0	0	0
3	29	71133T	62	0	2	0	0	0	0	0	0	2	0	0	2	2	0
3	29	71134V	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71135W	62	2	1	0	1	2	2	2	2	1	0	0	2	2	2
3	29	71136X	62	0	1	0	0	0	0	0	0	0	0	0	1	0	0
3	29	71137Y	62	0	1	0	0	0	0	0	0	0	0	0	1	1	1
3	29	71138Z	62	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71139A	62	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71140B	62	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71141C	67	1	1	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71142D	67	2	2	1	0	0	0	0	0	0	0	0	0	2	2
3	29	71143E	67	0	0	1	0	0	0	0	0	0	0	0	0	1	0
3	29	71144F	67	2	2	2	2	2	2	2	2	2	0	2	2	2	2
3	29	71145G	67	1	0	0	0	0	0	0	0	0	0	0	0	1	1
3	29	71146H	70	1	1	1	1	1	0	1	1	0	0	0	1	1	1
3	29	71147J	70	1	1	1	1	0	1	1	1	1	0	0	0	0	0
3	29	71148K	70	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71149L	70	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71151N	70	1	1	0	0	0	0	0	0	0	0	1	1	0	1
3	29	71152P	70	2	2	0	0	0	0	0	0	2	0	0	0	2	2
3	29	71153Q	70	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71154R	70	1	1	0	0	0	0	0	0	0	0	0	0	1	1
3	29	71155S	70	1	1	1	1	0	0	0	0	0	0	1	0	1	1
3	29	71156T	70	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71157V	75	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71158W	75	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71159X	75	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71160Y	75	0	1	0	0	0	0	0	0	0	0	0	0	1	1
3	29	71161Z	75	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71162A	75	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71163B	75	1	0	2	2	0	0	2	2	2	0	0	2	1	1
3	29	71164C	75	2	2	0	0	0	2	2	2	2	2	2	2	2	2
3	29	71165D	75	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71166E	75	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71167F	78	0	1	1	0	0	0	0	0	0	0	0	0	0	1
3	29	71168G	78	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71169H	78	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3	29	71170J	78	1	1	1	0	0	0	0	0	0	0	0	0	0	0
3	29	71171K	78	0	0	1	0	0	0	0	0	0	0	0	0	0	1
3	29	71172L	3	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71173M	3	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71174N	3	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71175P	3	1	1	1	0	0	0	0	0	0	0	0	0	1	1
3	29	71176Q	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1
3	29	71178S	3	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71179T	3	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71235E	22	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71236F	22	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71237G	22	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71238H	22	1	1	1	1	0	1	1	-	-	-	-	-	-	-
3	29	71239J	22	0	1	0	0	0	0	0	0	0	0	0	0	1	1
3	29	71240K	22	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71241L	22	1	1	1	0	0	0	0	0	0	0	1	0	0	1
3	29	71242M	22	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71243N	59	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71244P	59	1	0	2	0	0	0	0	0	0	0	0	2	2	2
3	29	71245Q	19	2	2	2	2	1	0	0	0	0	0	2	2	2	2
3	29	71246R	67	1	0	0	0	0	0	0	0	0	0	0	1	0	0
3	29	71247S	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71249V	19	2	2	2	2	2	2	2	2	2	2	2	2	2	2
3	29	71250W	22	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71251X	22	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71252Y	67	1	1	1	0	0	0	0	0	0	0	0	0	0	0
3	29	71253Z	67	2	2	2	2	0	0	0	0	0	0	2	2	2	1
3	29	71254A	67	1	1	0	0	0	1	1	1	0	0	0	1	1	1
3	29	71255B	67	1	1	1	1	0	1	1	1	1	0	1	1	1	1
3	29	71268Q	27	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71269R	27	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	71270S	38	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72180G	3	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72181H	3	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72182J	3	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72183K	3	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72184L	3	0	1	0	0	0	0	0	0	0	1	1	0	1	1
3	29	72185M	6	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72186N	6	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72187P	11	1	1	1	1	1	0	0	0	0	1	0	1	1	1
3	29	72188Q	11	2	2	2	0	0	2	2	2	2	0	0	2	2	2
3	29	72189R	11	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72190S	11	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72191T	14	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72192V	14	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72193W	14	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72194X	22	1	1	1	1	0	1	1	1	1	1	1	1	1	1
3	29	72195Y	22	1	1	1	0	0	0	0	0	0	0	0	0	1	1
3	29	72196Z	22	 	 	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72197A	22	1	1	1	0	1	0	0	0	0	0	0	1	1	1
3	29	72198B	22	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72199C	27	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72200D	27	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72201E	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72202F	35	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72203G	35	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72204H	35	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72205J	38	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72206K	46	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72207L	46	1	1	1	0	0	0	0	0	0	0	0	1	1	1
3	29	72208M	46	2	2	2	2	0	0	0	0	0	0	2	2	2	2
3	29	72209N	54	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72210P	54	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72211Q	59	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72212R	59	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72213S	62	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72214T	62	1	1	1	0	0	0	1	1	1	0	0	1	1	1
3	29	72215V	75	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72217X	75	2	2	2	2	2	2	2	2	2	2	0	0	0	1
3	29	72220A	78	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72221B	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72222C	30	1	0	0	0	0	0	0	0	0	0	0	0	1	1
3	29	72223D	30	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72224E	35	1	1	1	1	0	0	0	0	0	0	1	0	0	1
3	29	72225F	35	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72226G	35	1	1	1	1	0	0	0	0	1	1	1	1	1	1
3	29	72227H	43	1	1	1	1	0	0	0	1	1	1	1	1	1	0
3	29	72228J	51	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72229K	51	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72230L	51	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72231M	43	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72232N	43	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72233P	59	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72234Q	75	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72260T	38	1	0	1	0	0	0	0	0	0	0	1	0	0	1
3	29	72262W	67	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72263X	67	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72264Y	70	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72265Z	70	1	1	1	0	0	0	0	0	0	0	1	1	1	1
3	29	72266A	70	2	2	2	2	0	0	2	2	0	0	0	2	2	2
3	29	72274J	35	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72275K	35	 	0	0	0	0	0	0	0	0	0	0	0	0	0
3	29	72276L	38	1	1	0	0	0	0	0	0	0	0	0	0	0	1
4	29	71257D	3	1	1	1	0	0	0	0	0	0	0	0	0	1	1
4	29	71258E	3	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	71259F	3	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	71272V	62	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	29	81001V	4	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81002W	4	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81003X	4	0	1	1	0	0	0	0	0	0	0	0	0	1	1
4	29	81004Y	4	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81005Z	4	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81006A	4	0	0	0	0	0	1	0	0	0	0	1	1	1	1
4	29	81007B	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1
4	29	81008C	4	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81009D	4	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81012G	5	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81014J	5	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81015K	5	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81016L	5	2	2	2	2	2	0	0	0	0	2	0	2	2	2
4	29	81017M	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1
4	29	81018N	5	1	1	0	0	0	0	0	0	0	0	0	1	0	0
4	29	81020Q	12	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81021R	12	1	1	1	0	0	0	0	0	0	0	0	1	1	1
4	29	81022S	12	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81023T	12	0	1	0	0	0	0	0	0	0	0	0	0	1	1
4	29	81024V	12	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81025W	12	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81026X	12	2	2	2	0	0	2	2	2	2	0	0	2	0	2
4	29	81027Y	12	1	1	0	0	0	0	0	0	0	0	1	1	1	1
4	29	81028Z	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81029A	12	1	1	1	1	0	0	0	0	0	0	1	1	1	1
