serial	prewt	an39s1	an39s2	an39s3	an39s4	an39s5	an39s6	an39s7	an39s8	an39s9	an39s10	an39s11	an39s12	an39s13	an39s14	an39s15	an39s16	an39s17	an39s18	an39s19	an39s20	an39s21	an39s22	an39s23	an39s24	an39s25	an39s26	an39s27	an39s28	an39s29	an39s30	an39s31	an39s32	an39s33	an39s34	an39s35	an39s36	an39s37	an39s38	an39s39	an39s40	an39s41	an39s42	an39s43	an39s44	an39s45	an39s46	an39s47	an39s48	an39s49	an39s50	an39s51	an39s52	an39s53	an39s54	an39s55	an39s56	an39s57	an39s58	an39s59	an39s60	an39s61	an39s62	an39s63	an39s64	an39s65	an39s66	an39s67	an39s68	an39s69	an39s70	an39s71	an39s72	an39s73	an39s74	an39s75	an39s76	an39s77	an39s78	an39s79	an39s80	an39s81	an39s82	an39s83	an39s84	an39s85	an39s86	an39s87	an39s88	an39s89	an39s90	an39s91	an39s92	an39s93	an39s94	an39s95	an39s96	an39s97	an39s98	an39s99	an39s100	an39s101	an39s102	an39s103	an39s104	an39s105	an39s106	an39s107
11002	.406	0	0	0	0	17.035	0	0	7.9084	0	0	2.95	0	12.8783	1.521	0	0	8.841	0	0	.0425	0	0	3.0525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0531	.225	0	0	3.265	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4	0	16.5	.8	0	0	3.06	0	0	0	37.79	0	.675	3.6	2.59	0	0	0	0	0	.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.4925	2.785	0	0	0	0	72.435	1.7573	0	0	0	0	0
11003	.504	0	0	0	0	4.62	26.8575	0	0	56.35	87.4125	5.1019	0	15.0507	0	0	0	13.2	0	0	1.05	0	0	1.155	0	22.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.23	2.2374	0	0	0	8.9189	0	0	0	0	.9125	1.725	0	0	0	0	0	2.3375	0	0	0	0	0	0	15.405	5.015	6.09	0	0	11.8	0	.195	1.0075	0	0	0	1.235	3.0287	0	1	0	0	0	12.75	0	0	0	0	0	0	0	0	0	0	0	.68	9.41	0	0	0	0	13.1441	.3	0	0	0	0	0
11005	.504	.945	0	0	.3114	21.7575	0	0	0	0	109.98	4.6575	1.61	9.0911	0	0	0	0	0	1.4225	.09	15.4275	0	1.4025	0	0	0	0	9.0146	0	0	0	0	0	0	0	0	0	0	0	0	1.12	1.42	.9075	0	0	0	0	0	3.55	0	6.3074	0	0	0	0	0	0	14.345	0	11.385	0	0	0	0	4.41	3.0222	0	0	9.89	0	0	0	0	0	3.43	0	0	0	0	0	0	.57	0	0	0	0	0	0	0	0	0	0	0	0	.0275	14.775	0	0	0	0	0	2.0546	0	0	0	0	0
11007	.952	0	0	0	0	31.56	0	0	0	0	26.26	5.7475	0	4.9	0	0	0	5.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.065	1.505	0	0	0	0	0	0	0	2.745	.8625	0	0	0	0	0	0	0	0	0	0	0	0	2.8226	0	0	0	0	0	0	.3075	.06	0	0	0	0	3.4	0	0	.5125	0	0	0	0	5.64	0	0	0	0	0	0	0	0	0	0	0	5.845	0	0	0	0	0	.04	0	0	0	0	0
11008	1.404	0	0	0	0	8.775	0	0	0	63	0	1.925	0	1.235	0	0	0	7.58	0	0	0	0	0	4.125	0	0	0	1.925	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9075	0	0	0	5.685	0	0	0	0	0	5.878	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3475	7.5	0	0	13.425	0	.6275	6.405	1.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0565	0	0	0	0	0	0	.3025	0	0	0	0	0	73.602	2.0043	0	0	0	0	0
11010	1.404	0	0	0	0	2.88	0	0	18.6275	7.3248	30.06	2.1	0	10.363	0	0	4.861	0	18.315	0	0	0	0	1.53	0	8.4375	0	1.9425	4.875	0	0	0	0	0	0	0	0	0	0	0	.06	4.7447	0	0	0	0	0	0	0	4.6939	0	2.6818	0	0	0	0	0	0	1.155	0	0	0	0	0	0	2.3	10.8075	0	0	13.65	2.1525	.92	8.775	0	0	0	1.92	0	0	.1	0	0	.7875	0	0	0	0	0	.05	0	0	0	0	0	0	0	6.4875	0	0	0	0	10.2935	0	0	0	0	0	0
11011	.978	0	0	0	0	.735	0	0	42.9	5.4243	0	3.6787	0	2.0016	0	0	5.2541	0	4.44	0	.525	0	0	1.8	0	10.8775	0	0	4.875	0	0	0	0	0	0	0	0	0	0	0	.275	3.85	0	0	0	0	0	.85	0	0	0	0	0	5.6219	0	0	0	0	0	0	0	3.325	0	0	2.52	11.7	36.366	0	0	5.7	0	.375	0	3.5	0	0	0	0	0	.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1225	0	0	0	0	53.6388	3.2247	0	0	0	0	0
11012	.978	0	0	38.332	0	15.09	0	0	14.2941	14.375	0	.75	.54	2.385	0	0	0	11.92	.36	0	0	1.375	0	0	0	0	0	0	17.9894	0	0	0	0	0	0	0	0	0	0	0	.2	6.65	0	1.215	2.865	4.7	0	0	.7	0	0	0	0	0	0	2.73	0	5.695	0	0	0	53.92	0	0	0	28.0875	0	0	0	23.075	0	.9475	8.36	0	0	0	0	0	0	.1	0	0	0	20.125	5.29	0	0	0	0	.0068	0	0	0	0	0	.055	3.58	0	0	0	0	41.983	0	0	0	0	0	0
11013	1.22	0	0	0	0	0	0	178.3334	0	0	69	3.435	0	0	.2394	0	0	0	12.75	0	0	0	0	0	0	0	0	0	22.2496	0	0	0	0	0	0	0	0	0	0	0	.19	0	0	2.8	0	0	0	1.75	0	0	2.7725	0	0	0	0	0	.0425	2.5925	0	0	0	43.2	0	2.45	0	2.22	6.09	0	0	14.7	0	0	0	0	0	.6625	0	0	0	.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.45	0	0	0	0	10.3848	0	0	0	0	0	0
11014	1.22	0	0	0	0	11.365	11.4075	0	0	10.6272	0	1.125	.675	12.0277	0	0	0	0	8.25	0	0	0	0	6.0125	0	0	0	1.18	11.4915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.605	0	0	0	1.2	0	.8896	.5	3.9164	0	1.0595	0	0	0	3.6975	0	0	0	0	2.44	0	0	0	17.7134	0	0	4.68	0	.5625	0	1.89	0	0	1.3575	0	0	0	0	0	1.43	0	0	0	0	0	0	0	0	0	0	0	0	0	58.65	0	0	0	0	0	0	0	0	0	0	0
