serial	prewt	an31s1	an31s2	an31s3	an31s4	an31s5	an31s6	an31s7	an31s8	an31s9	an31s10	an31s11	an31s12	an31s13	an31s14	an31s15	an31s16	an31s17	an31s18	an31s19	an31s20	an31s21	an31s22	an31s23	an31s24	an31s25	an31s26	an31s27	an31s28	an31s29	an31s30	an31s31	an31s32	an31s33	an31s34	an31s35	an31s36	an31s37	an31s38	an31s39	an31s40	an31s41	an31s42	an31s43	an31s44	an31s45	an31s46	an31s47	an31s48	an31s49	an31s50	an31s51	an31s52	an31s53	an31s54	an31s55	an31s56	an31s57	an31s58	an31s59	an31s60	an31s61	an31s62	an31s63	an31s64	an31s65	an31s66	an31s67	an31s68	an31s69	an31s70	an31s71	an31s72	an31s73	an31s74	an31s75	an31s76	an31s77	an31s78	an31s79	an31s80	an31s81	an31s82	an31s83	an31s84	an31s85	an31s86	an31s87	an31s88	an31s89	an31s90	an31s91	an31s92	an31s93	an31s94	an31s95	an31s96	an31s97	an31s98	an31s99	an31s100	an31s101	an31s102	an31s103	an31s104	an31s105	an31s106	an31s107
11002	.406	0	0	0	0	0	0	0	.0901	0	0	0	0	.4134	.009	0	0	.0604	0	0	.0077	0	0	.0241	0	0	0	0	0	0	.0094	0	0	0	0	0	.3176	0	0	0	.183	.5675	.0473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11003	.504	0	0	0	0	0	0	0	0	0	.735	.0078	0	1.4519	0	0	0	.099	0	0	.0405	0	0	.0091	0	.0285	0	0	0	0	0	0	0	0	0	0	0	0	2.2185	0	.069	.074	0	0	0	.0316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11005	.504	0	0	0	.0085	0	0	0	0	0	.9048	0	.1126	0	0	0	0	0	0	0	.003	5.5399	0	.0111	0	0	0	0	.4489	0	0	0	0	0	0	0	0	0	1.9285	0	.0543	.112	.2237	.2394	0	0	0	0	0	0	0	.0765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11007	.952	0	0	0	0	0	0	0	0	0	.322	0	0	0	0	0	0	.0423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6675	0	.039	.043	0	0	0	0	0	0	0	.0549	0	0	0	0	0	0	0	0	0	0	0	0	0	.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11008	1.404	0	0	0	0	0	0	0	0	0	0	0	0	.0323	0	0	0	.0569	0	0	0	0	0	.0325	0	0	0	.033	0	0	.0722	0	0	0	0	0	0	0	0	0	0	.2259	0	0	0	0	0	0	0	0	0	.0782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.2032	0	0	0	0	0
11010	1.404	0	0	0	0	0	0	0	0	.0084	.504	0	0	1.3493	0	0	.0788	0	.0305	0	0	0	0	.0179	0	.0031	0	.0333	.2188	0	0	0	0	0	.0586	0	0	0	0	0	.1106	.1568	0	0	0	0	0	0	0	.3569	0	.2197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0879	0	0	0	0	0	0
11011	.978	0	0	0	0	0	0	0	0	0	0	.0042	0	.288	0	0	.1029	0	.0074	0	.0203	0	0	.021	0	.0057	0	0	.2188	0	.0285	0	0	0	0	0	.0993	0	.7105	0	.0825	.2065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.1155	.0853	0	0	0	0	0
11012	.978	0	0	.007	0	0	0	0	0	0	0	0	0	.5032	0	0	0	.0894	.0006	0	0	.4938	0	0	0	0	0	0	.8192	0	.0152	0	0	1.12	0	0	0	0	0	0	.09	.1283	0	.2329	.0188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11013	1.22	0	0	0	0	0	0	0	0	0	.575	.0486	0	0	.0042	0	0	0	.0213	0	0	0	0	0	0	0	0	0	.9363	0	0	0	0	0	.6739	0	0	0	0	0	.4688	0	0	.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.0151	0	0	0	0	0	0
11014	1.22	0	0	0	0	0	0	0	0	0	0	0	.0765	.4302	0	0	0	0	.0138	0	0	0	0	.0423	0	0	0	0	.5096	0	0	0	0	0	0	0	0	0	.203	0	.0712	0	0	.3076	0	0	0	0	0	.1856	.1125	.0475	0	.0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
